Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,SalesMethod
Sports Direct,1197831,09-04-2021,South,Alabama,Birmingham,Men's Apparel,49.00,145,711.00,391.00,Online
Sports Direct,1197831,10-10-2021,South,Alabama,Birmingham,Men's Apparel,58.00,145,841.00,471.00,Online
Sports Direct,1128299,12-09-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,73.00,145,1059.00,370.00,Online
West Gear,1185732,01-12-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,37.00,145,537.00,220.00,Online
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Men's Apparel,49.00,145,711.00,320.00,Online
Kohl's,1185732,02-12-2021,Northeast,New York,Albany,Men's Athletic Footwear,37.00,145,537.00,220.00,Online
Kohl's,1185732,02-12-2021,West,Wyoming,Cheyenne,Men's Apparel,47.00,145,682.00,279.00,Online
Kohl's,1185732,04-11-2021,West,Wyoming,Cheyenne,Women's Street Footwear,28.00,145,406.00,187.00,Online
Kohl's,1185732,05-10-2021,West,Wyoming,Cheyenne,Women's Street Footwear,39.00,145,566.00,277.00,Online
Foot Locker,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Apparel,54.00,145,783.00,352.00,Online
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Women's Street Footwear,34.00,145,493.00,207.00,Online
Sports Direct,1185732,16-11-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,42.00,145,609.00,335.00,Online
West Gear,1185732,12-10-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,28.00,145,406.00,199.00,Online
West Gear,1128299,25-05-2021,West,Oregon,Portland,Men's Street Footwear,48.00,145,696.00,313.00,Online
West Gear,1128299,18-09-2021,South,Louisiana,New Orleans,Men's Street Footwear,43.00,145,624.00,343.00,Online
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Street Footwear,37.00,145,537.00,252.00,Online
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Athletic Footwear,47.00,145,682.00,361.00,Online
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Apparel,57.00,145,827.00,355.00,Online
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,145,798.00,367.00,Online
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Men's Street Footwear,29.00,145,421.00,223.00,Online
Walmart,1185732,18-10-2021,South,Mississippi,Jackson,Men's Athletic Footwear,25.00,145,363.00,163.00,Online
Kohl's,1197831,14-10-2021,Midwest,Kansas,Wichita,Men's Street Footwear,29.00,145,421.00,193.00,Online
Foot Locker,1185732,02-06-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28.00,145,406.00,179.00,Online
Foot Locker,1185732,13-07-2021,Northeast,Delaware,Wilmington,Women's Apparel,55.00,145,798.00,399.00,Online
Foot Locker,1185732,24-01-2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,52.00,145,754.00,347.00,Online
Sports Direct,1197831,10-07-2021,South,Texas,Dallas,Women's Athletic Footwear,30.00,145,435.00,235.00,Outlet
West Gear,1128299,01-09-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,35.00,145,508.00,157.00,Outlet
West Gear,1128299,02-04-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,47.00,145,682.00,307.00,Outlet
West Gear,1128299,16-03-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,31.00,145,450.00,112.00,Outlet
Sports Direct,1197831,27-03-2021,South,Tennessee,Knoxville,Women's Apparel,25.00,145,363.00,221.00,Outlet
West Gear,1128299,24-11-2021,West,Oregon,Portland,Men's Apparel,50.00,145,725.00,334.00,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Street Footwear,31.00,145,450.00,175.00,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Apparel,40.00,145,580.00,215.00,Outlet
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Apparel,46.00,145,667.00,200.00,Outlet
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Street Footwear,34.00,145,493.00,182.00,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.00,145,537.00,220.00,Outlet
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Apparel,40.00,145,580.00,203.00,Outlet
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,40.00,145,580.00,226.00,Outlet
Sports Direct,1128299,13-11-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,39.00,145,566.00,226.00,Outlet
Walmart,1185732,16-09-2021,South,Mississippi,Jackson,Women's Street Footwear,15.00,145,218.00,102.00,Outlet
Walmart,1197831,21-02-2021,South,Arkansas,Little Rock,Women's Apparel,16.00,145,232.00,97.00,Outlet
Walmart,1197831,19-05-2021,South,Arkansas,Little Rock,Women's Apparel,33.00,145,479.00,225.00,Outlet
Amazon,1185732,07-10-2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.00,145,609.00,305.00,Outlet
Amazon,1185732,12-10-2021,Northeast,Vermont,Burlington,Women's Apparel,60.00,145,870.00,409.00,Outlet
Amazon,1185732,18-08-2021,Northeast,New Hampshire,Manchester,Women's Apparel,46.00,145,667.00,247.00,Outlet
Foot Locker,1185732,06-12-2021,Midwest,Illinois,Chicago,Men's Street Footwear,47.00,144,677.00,372.00,Online
Sports Direct,1197831,10-06-2021,South,Texas,Dallas,Women's Street Footwear,41.00,144,590.00,307.00,Online
West Gear,1128299,15-04-2020,West,Colorado,Denver,Men's Athletic Footwear,59.00,144,850.00,425.00,Online
West Gear,1128299,07-05-2020,West,Washington,Seattle,Men's Apparel,77.00,144,1109.00,388.00,Online
Sports Direct,1197831,19-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,144,720.00,454.00,Online
Sports Direct,1197831,10-02-2021,South,Alabama,Birmingham,Women's Street Footwear,43.00,144,619.00,396.00,Online
Amazon,1185732,11-05-2021,Northeast,Maine,Portland,Men's Street Footwear,52.00,144,749.00,337.00,Online
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Men's Athletic Footwear,59.00,144,850.00,323.00,Online
West Gear,1185732,06-10-2021,Northeast,New York,Albany,Women's Athletic Footwear,49.00,144,706.00,289.00,Online
West Gear,1185732,11-09-2021,Northeast,New York,Albany,Women's Athletic Footwear,47.00,144,677.00,271.00,Online
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Street Footwear,42.00,144,605.00,254.00,Online
Foot Locker,1185732,18-04-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,33.00,144,475.00,247.00,Online
Foot Locker,1185732,03-05-2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.00,144,389.00,163.00,Online
Sports Direct,1185732,04-03-2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.00,144,288.00,158.00,Online
Sports Direct,1185732,16-12-2021,South,Mississippi,Jackson,Women's Apparel,71.00,144,1022.00,624.00,Online
Kohl's,1197831,14-06-2021,Midwest,Kansas,Wichita,Men's Street Footwear,37.00,144,533.00,266.00,Online
Foot Locker,1185732,15-02-2021,Northeast,Maryland,Baltimore,Men's Street Footwear,39.00,144,562.00,281.00,Online
Kohl's,1185732,03-06-2021,Northeast,New Jersey,Newark,Men's Street Footwear,32.00,144,461.00,212.00,Online
West Gear,1128299,21-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,46.00,144,662.00,272.00,Outlet
Sports Direct,1197831,08-12-2021,South,Alabama,Birmingham,Women's Apparel,27.00,144,389.00,222.00,Outlet
Sports Direct,1197831,15-08-2021,South,Alabama,Birmingham,Women's Street Footwear,20.00,144,288.00,147.00,Outlet
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.00,144,518.00,202.00,Outlet
Foot Locker,1185732,17-12-2021,Northeast,New Hampshire,Manchester,Women's Apparel,61.00,144,878.00,351.00,Outlet
Foot Locker,1185732,12-09-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.00,143,887.00,532.00,Online
West Gear,1128299,20-01-2020,West,Nevada,Las Vegas,Men's Street Footwear,58.00,143,829.00,423.00,Online
West Gear,1128299,02-09-2020,West,Nevada,Las Vegas,Women's Street Footwear,61.00,143,872.00,462.00,Online
West Gear,1128299,23-04-2020,West,Colorado,Denver,Women's Athletic Footwear,61.00,143,872.00,454.00,Online
West Gear,1128299,28-04-2020,West,Colorado,Denver,Women's Street Footwear,67.00,143,958.00,546.00,Online
Kohl's,1189833,02-04-2021,Midwest,Montana,Billings,Women's Street Footwear,44.00,143,629.00,371.00,Online
Kohl's,1189833,02-07-2021,Midwest,Montana,Billings,Women's Apparel,58.00,143,829.00,290.00,Online
Kohl's,1189833,03-07-2021,Midwest,Montana,Billings,Women's Athletic Footwear,43.00,143,615.00,314.00,Online
Sports Direct,1197831,29-09-2021,South,Alabama,Birmingham,Women's Apparel,36.00,143,515.00,386.00,Online
Sports Direct,1197831,10-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,63.00,143,901.00,676.00,Online
Amazon,1185732,17-11-2021,Northeast,Maine,Portland,Men's Street Footwear,51.00,143,729.00,357.00,Online
Foot Locker,1128299,02-10-2021,West,Alaska,Anchorage,Men's Street Footwear,33.00,143,472.00,170.00,Online
Foot Locker,1128299,05-11-2021,West,Hawaii,Honolulu,Women's Apparel,69.00,143,987.00,543.00,Online
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,77.00,143,1101.00,462.00,Online
Walmart,1128299,17-08-2021,Southeast,Florida,Orlando,Men's Apparel,74.00,143,1058.00,328.00,Online
Kohl's,1185732,02-12-2021,Northeast,New York,Albany,Women's Street Footwear,29.00,143,415.00,203.00,Online
Kohl's,1185732,08-11-2021,West,Wyoming,Cheyenne,Women's Street Footwear,38.00,143,543.00,245.00,Online
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Apparel,51.00,143,729.00,299.00,Online
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Men's Street Footwear,38.00,143,543.00,255.00,Online
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Women's Apparel,33.00,143,472.00,326.00,Online
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Men's Apparel,54.00,143,772.00,394.00,Online
Foot Locker,1185732,15-12-2021,Midwest,Michigan,Detroit,Men's Apparel,55.00,143,787.00,409.00,Online
Foot Locker,1185732,18-08-2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.00,143,543.00,250.00,Online
West Gear,1185732,01-11-2021,Midwest,Missouri,St. Louis,Women's Street Footwear,14.00,143,200.00,94.00,Online
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,67.00,143,958.00,431.00,Online
West Gear,1197831,01-05-2021,South,Louisiana,New Orleans,Women's Apparel,34.00,143,486.00,292.00,Online
West Gear,1197831,06-04-2021,West,Idaho,Boise,Women's Athletic Footwear,48.00,143,686.00,405.00,Online
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Street Footwear,29.00,143,415.00,207.00,Online
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.00,143,787.00,370.00,Online
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Street Footwear,46.00,143,658.00,309.00,Online
Sports Direct,1128299,07-12-2021,Southeast,Georgia,Atlanta,Women's Apparel,67.00,143,958.00,364.00,Online
Amazon,1185732,02-11-2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.00,143,472.00,236.00,Online
Amazon,1185732,02-11-2021,Midwest,Ohio,Columbus,Women's Apparel,29.00,143,415.00,253.00,Online
Amazon,1185732,05-09-2021,Midwest,Ohio,Columbus,Women's Street Footwear,39.00,143,558.00,284.00,Online
Amazon,1185732,05-09-2021,Midwest,Ohio,Columbus,Women's Apparel,53.00,143,758.00,485.00,Online
Foot Locker,1185732,18-06-2021,South,Mississippi,Jackson,Women's Street Footwear,41.00,143,586.00,322.00,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Women's Apparel,50.00,143,715.00,372.00,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Men's Street Footwear,24.00,143,343.00,172.00,Online
Kohl's,1197831,05-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,36.00,143,515.00,232.00,Online
West Gear,1185732,09-04-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.00,143,472.00,193.00,Online
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,27.00,143,386.00,197.00,Online
Sports Direct,1185732,07-03-2021,Northeast,Connecticut,Hartford,Women's Apparel,56.00,143,801.00,384.00,Online
Foot Locker,1185732,08-07-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,46.00,143,658.00,316.00,Online
Sports Direct,1197831,19-08-2021,South,Texas,Dallas,Women's Street Footwear,27.00,143,386.00,135.00,Outlet
Foot Locker,1185732,27-12-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,53.00,143,758.00,462.00,Outlet
Sports Direct,1197831,21-03-2021,South,Tennessee,Knoxville,Women's Apparel,28.00,143,400.00,224.00,Outlet
Sports Direct,1197831,25-04-2021,South,Tennessee,Knoxville,Men's Apparel,35.00,143,501.00,225.00,Outlet
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Women's Street Footwear,33.00,143,472.00,184.00,Outlet
West Gear,1128299,23-03-2021,West,Oregon,Portland,Men's Street Footwear,28.00,143,400.00,160.00,Outlet
West Gear,1128299,17-08-2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55.00,143,787.00,370.00,Outlet
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Athletic Footwear,36.00,143,515.00,216.00,Outlet
Foot Locker,1128299,12-12-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.00,143,572.00,246.00,Outlet
Walmart,1185732,16-07-2021,South,Mississippi,Jackson,Women's Athletic Footwear,33.00,143,472.00,203.00,Outlet
Sports Direct,1185732,16-12-2021,South,Mississippi,Jackson,Women's Athletic Footwear,41.00,143,586.00,276.00,Outlet
West Gear,1197831,21-06-2021,South,Oklahoma,Oklahoma City,Women's Apparel,40.00,143,572.00,240.00,Outlet
Sports Direct,1197831,26-09-2021,South,Texas,Dallas,Men's Apparel,53.00,142,753.00,361.00,Online
Sports Direct,1197831,04-06-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27.00,142,383.00,230.00,Online
Foot Locker,1128299,08-10-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,67.00,142,951.00,362.00,Online
Sports Direct,1128299,12-09-2021,West,Hawaii,Honolulu,Women's Apparel,89.00,142,1264.00,632.00,Online
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,72.00,142,1022.00,501.00,Online
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.00,142,724.00,355.00,Online
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.00,142,483.00,217.00,Online
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Women's Apparel,42.00,142,596.00,388.00,Online
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,50.00,142,710.00,327.00,Online
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,48.00,142,682.00,354.00,Online
Sports Direct,1197831,10-04-2021,West,Idaho,Boise,Women's Apparel,42.00,142,596.00,394.00,Online
Foot Locker,1197831,12-04-2021,West,Idaho,Boise,Women's Athletic Footwear,59.00,142,838.00,545.00,Online
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,142,710.00,362.00,Online
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Street Footwear,58.00,142,824.00,379.00,Online
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,142,639.00,326.00,Online
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52.00,142,738.00,354.00,Online
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.00,142,667.00,347.00,Online
Sports Direct,1185732,02-04-2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.00,142,412.00,206.00,Online
Amazon,1185732,06-11-2021,Midwest,Ohio,Columbus,Women's Street Footwear,49.00,142,696.00,376.00,Online
West Gear,1185732,12-09-2021,Midwest,Ohio,Columbus,Men's Apparel,68.00,142,966.00,473.00,Online
Amazon,1185732,22-06-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,36.00,142,511.00,256.00,Online
Foot Locker,1185732,20-01-2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,29.00,142,412.00,185.00,Online
Walmart,1185732,16-07-2021,South,Mississippi,Jackson,Women's Street Footwear,48.00,142,682.00,341.00,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Apparel,61.00,142,866.00,468.00,Online
Foot Locker,1185732,13-09-2021,Northeast,Delaware,Wilmington,Men's Street Footwear,50.00,142,710.00,348.00,Online
Sports Direct,1185732,05-03-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,54.00,142,767.00,391.00,Online
Amazon,1185732,03-10-2021,Northeast,Vermont,Burlington,Men's Street Footwear,44.00,142,625.00,375.00,Online
West Gear,1185732,03-02-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19.00,141,268.00,110.00,Online
West Gear,1128299,11-11-2020,West,California,San Francisco,Men's Apparel,50.00,140,700.00,427.00,Online
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,32.00,140,448.00,251.00,Online
West Gear,1128299,30-04-2020,West,Colorado,Denver,Men's Apparel,74.00,140,1036.00,756.00,Online
Sports Direct,1197831,19-05-2021,South,Tennessee,Knoxville,Men's Apparel,50.00,140,700.00,350.00,Online
Amazon,1185732,18-10-2021,Northeast,Maine,Portland,Men's Street Footwear,38.00,140,532.00,261.00,Online
Walmart,1128299,11-10-2021,West,Hawaii,Honolulu,Women's Apparel,82.00,140,1148.00,597.00,Online
Walmart,1128299,18-09-2021,Southeast,Florida,Orlando,Men's Street Footwear,58.00,140,812.00,325.00,Online
Kohl's,1185732,04-11-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,39.00,140,546.00,246.00,Online
Kohl's,1185732,06-12-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.00,140,532.00,250.00,Online
Kohl's,1185732,08-11-2021,West,Wyoming,Cheyenne,Men's Apparel,47.00,140,658.00,270.00,Online
West Gear,1128299,17-02-2021,West,Oregon,Portland,Men's Street Footwear,33.00,140,462.00,245.00,Online
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Apparel,69.00,140,966.00,367.00,Online
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Apparel,72.00,140,1008.00,393.00,Online
Sports Direct,1185732,04-03-2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24.00,140,336.00,181.00,Online
Amazon,1185732,06-11-2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,49.00,140,686.00,350.00,Online
Amazon,1185732,11-10-2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,24.00,140,336.00,151.00,Online
Foot Locker,1185732,16-05-2021,South,Mississippi,Jackson,Women's Apparel,47.00,140,658.00,421.00,Online
West Gear,1197831,19-12-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,54.00,140,756.00,355.00,Online
Kohl's,1197831,07-12-2021,Midwest,Kansas,Wichita,Women's Apparel,60.00,140,840.00,412.00,Online
Sports Direct,1185732,12-11-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.00,140,812.00,374.00,Online
West Gear,1185732,02-03-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,29.00,140,406.00,166.00,Online
West Gear,1185732,01-10-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.00,140,448.00,233.00,Online
Sports Direct,1185732,15-02-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36.00,140,504.00,207.00,Online
Kohl's,1189833,17-03-2021,West,California,Los Angeles,Men's Apparel,40.00,140,560.00,319.00,Outlet
Kohl's,1189833,17-04-2021,West,California,Los Angeles,Men's Apparel,38.00,140,532.00,314.00,Outlet
Sports Direct,1197831,26-08-2021,South,Texas,Dallas,Women's Athletic Footwear,26.00,140,364.00,171.00,Outlet
Foot Locker,1185732,11-09-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.00,140,490.00,279.00,Outlet
West Gear,1128299,01-04-2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.00,140,504.00,237.00,Outlet
West Gear,1128299,01-10-2020,West,Nevada,Las Vegas,Women's Street Footwear,31.00,140,434.00,187.00,Outlet
West Gear,1128299,13-01-2020,West,Nevada,Las Vegas,Women's Apparel,31.00,140,434.00,100.00,Outlet
West Gear,1128299,31-01-2020,West,Nevada,Las Vegas,Women's Apparel,54.00,140,756.00,242.00,Outlet
West Gear,1128299,02-10-2020,West,Nevada,Las Vegas,Women's Athletic Footwear,46.00,140,644.00,270.00,Outlet
West Gear,1128299,24-02-2020,West,Nevada,Las Vegas,Women's Apparel,54.00,140,756.00,159.00,Outlet
West Gear,1128299,03-05-2020,West,Nevada,Las Vegas,Women's Street Footwear,44.00,140,616.00,259.00,Outlet
Sports Direct,1197831,18-03-2021,South,Tennessee,Knoxville,Women's Street Footwear,23.00,140,322.00,126.00,Outlet
Sports Direct,1197831,13-05-2021,South,Tennessee,Knoxville,Men's Apparel,43.00,140,602.00,277.00,Outlet
Foot Locker,1185732,21-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,27.00,140,378.00,166.00,Outlet
Sports Direct,1197831,15-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,37.00,140,518.00,332.00,Outlet
Sports Direct,1197831,16-09-2021,South,Alabama,Birmingham,Men's Apparel,42.00,140,588.00,294.00,Outlet
Amazon,1185732,10-12-2021,South,Alabama,Birmingham,Men's Street Footwear,27.00,140,378.00,147.00,Outlet
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Men's Street Footwear,39.00,140,546.00,202.00,Outlet
Walmart,1128299,17-10-2021,Southeast,Florida,Orlando,Women's Apparel,53.00,140,742.00,386.00,Outlet
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Men's Apparel,30.00,140,420.00,189.00,Outlet
West Gear,1185732,03-10-2021,West,Utah,Salt Lake City,Women's Street Footwear,16.00,140,224.00,87.00,Outlet
West Gear,1185732,03-10-2021,West,Utah,Salt Lake City,Women's Apparel,21.00,140,294.00,168.00,Outlet
West Gear,1185732,07-10-2021,West,Utah,Salt Lake City,Men's Apparel,28.00,140,392.00,149.00,Outlet
West Gear,1185732,10-11-2021,West,Utah,Salt Lake City,Women's Apparel,25.00,140,350.00,189.00,Outlet
West Gear,1128299,24-06-2021,West,Oregon,Portland,Men's Apparel,67.00,140,938.00,431.00,Outlet
West Gear,1128299,17-01-2021,West,Oregon,Portland,Women's Apparel,34.00,140,476.00,190.00,Outlet
West Gear,1128299,17-10-2021,South,Louisiana,New Orleans,Women's Apparel,44.00,140,616.00,246.00,Outlet
Sports Direct,1197831,09-05-2021,West,Idaho,Boise,Men's Apparel,42.00,140,588.00,241.00,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Athletic Footwear,30.00,140,420.00,181.00,Outlet
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Apparel,27.00,140,378.00,102.00,Outlet
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Apparel,39.00,140,546.00,153.00,Outlet
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Women's Apparel,35.00,140,490.00,137.00,Outlet
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Street Footwear,44.00,140,616.00,259.00,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.00,140,378.00,178.00,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Street Footwear,32.00,140,448.00,188.00,Outlet
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Apparel,28.00,140,392.00,125.00,Outlet
Sports Direct,1128299,13-08-2021,Southeast,Georgia,Atlanta,Men's Apparel,51.00,140,714.00,278.00,Outlet
Sports Direct,1128299,13-11-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.00,140,518.00,238.00,Outlet
Foot Locker,1185732,16-05-2021,South,Mississippi,Jackson,Men's Athletic Footwear,28.00,140,392.00,161.00,Outlet
Sports Direct,1197831,23-01-2021,South,Mississippi,Jackson,Women's Street Footwear,11.00,140,154.00,68.00,Outlet
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Women's Street Footwear,32.00,140,448.00,197.00,Outlet
Walmart,1197831,19-09-2021,South,Arkansas,Little Rock,Women's Apparel,22.00,140,308.00,129.00,Outlet
West Gear,1197831,20-08-2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37.00,140,518.00,218.00,Outlet
Sports Direct,1185732,17-01-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,28.00,140,392.00,129.00,Outlet
West Gear,1185732,11-11-2021,Northeast,Vermont,Burlington,Men's Street Footwear,54.00,140,756.00,378.00,Outlet
Amazon,1185732,17-05-2021,Northeast,New Hampshire,Manchester,Women's Apparel,46.00,140,644.00,251.00,Outlet
Amazon,1185732,19-06-2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40.00,140,560.00,263.00,Outlet
Foot Locker,1185732,13-05-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.00,139,806.00,379.00,Online
Sports Direct,1197831,14-10-2021,South,Texas,Dallas,Men's Apparel,56.00,138,773.00,371.00,Online
West Gear,1128299,17-02-2020,West,Nevada,Las Vegas,Men's Apparel,68.00,138,938.00,638.00,Online
West Gear,1128299,25-02-2020,West,Nevada,Las Vegas,Men's Street Footwear,56.00,138,773.00,379.00,Online
West Gear,1128299,06-01-2020,West,Washington,Seattle,Men's Street Footwear,36.00,138,497.00,214.00,Online
West Gear,1128299,20-07-2020,West,Washington,Seattle,Men's Athletic Footwear,64.00,138,883.00,327.00,Online
West Gear,1128299,30-07-2020,West,Washington,Seattle,Women's Apparel,88.00,138,1214.00,376.00,Online
West Gear,1128299,08-02-2020,West,Washington,Seattle,Women's Street Footwear,73.00,138,1007.00,393.00,Online
West Gear,1128299,08-03-2020,West,Washington,Seattle,Women's Athletic Footwear,76.00,138,1049.00,451.00,Online
Kohl's,1189833,01-02-2021,Midwest,Montana,Billings,Women's Apparel,43.00,138,593.00,231.00,Online
Sports Direct,1197831,08-03-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28.00,138,386.00,213.00,Online
Sports Direct,1197831,08-04-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,138,455.00,291.00,Online
Sports Direct,1197831,08-06-2021,South,Alabama,Birmingham,Women's Apparel,32.00,138,442.00,309.00,Online
Amazon,1185732,17-12-2021,Northeast,Maine,Portland,Men's Street Footwear,62.00,138,856.00,411.00,Online
Walmart,1128299,10-10-2021,West,Hawaii,Honolulu,Men's Athletic Footwear,61.00,138,842.00,253.00,Online
